Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
88575,61,2799,2799,88575,700,700,88575
88140,97,2799,2799,88140,700,700,88140
100001,0,2799,7,100001,699,0,100001
100001,0,2799,2,100001,700,1,100001
88347,69,2799,2799,88347,700,700,88347
88339,60,2799,2799,88339,699,699,88339
88518,53,2800,2800,88518,699,699,88518
87971,68,2800,2800,87971,700,700,87971
88760,67,2798,2798,88760,700,700,88760
88070,62,2800,2800,88070,699,699,88070
91686,54,2800,2800,91686,700,700,91686
90988,62,2795,2795,90988,700,700,90988
90773,72,2799,2799,90773,698,698,90773
87894,62,2798,2798,87894,700,700,87894
88838,54,2797,2797,88838,700,700,88838
89678,50,2798,2798,89678,698,698,89678
88467,61,2800,2800,88467,700,700,88467
88775,62,2797,2797,88775,700,700,88775
100001,0,2798,0,100001,700,2,100001
89536,56,2799,2799,89536,700,700,89536
88597,60,2800,2800,88597,700,700,88597
88492,57,2798,2798,88492,700,700,88492
90634,55,2799,2799,90634,700,700,90634
89128,60,2799,2799,89128,700,700,89128
88405,80,2798,2798,88405,698,698,88405
89238,59,2800,2800,89238,699,699,89238
89133,55,2796,2796,89133,700,700,89133
100001,0,2798,6,100001,698,1,100001
100001,0,2797,2,100001,700,2,100001
88927,53,2799,2799,88927,698,698,88927
