Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
83216,203,277,277,83216,221,221,83216
84110,180,277,277,84110,221,221,84110
84670,200,277,277,84670,221,221,84670
83451,197,277,277,83451,221,221,83451
85035,257,277,277,85035,221,221,85035
84107,134,277,277,84107,221,221,84107
84314,109,277,277,84314,221,221,84314
83739,157,277,277,83739,221,221,83739
85892,123,277,277,85892,221,221,85892
83982,253,277,277,83982,218,218,83982
83309,149,277,277,83309,221,221,83309
83180,138,277,277,83180,221,221,83180
83316,147,276,276,83316,221,221,83316
90939,134,277,277,90939,221,221,90939
87325,132,277,277,87325,221,221,87325
84253,132,277,277,84253,221,221,84253
84295,363,277,277,84295,221,221,84295
84185,214,277,277,84185,221,221,84185
83575,152,276,276,83575,221,221,83575
83151,152,277,277,83151,221,221,83151
84372,140,277,277,84372,221,221,84372
87595,140,277,277,87595,221,221,87595
84180,377,277,277,84180,221,221,84180
83211,212,277,277,83211,221,221,83211
84175,213,276,276,84175,221,221,84175
84106,281,277,277,84106,221,221,84106
83553,149,277,277,83553,221,221,83553
83936,270,275,275,83936,221,221,83936
87022,134,276,276,87022,221,221,87022
83937,153,277,277,83937,221,221,83937
