Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
86044,133,3759,3759,86044,1240,1240,86044
86036,122,3759,3759,86036,1240,1240,86036
86098,119,3759,3759,86098,1240,1240,86098
86060,91,3759,3759,86060,1240,1240,86060
86212,129,3759,3759,86212,1240,1240,86212
86059,132,3759,3759,86059,1240,1240,86059
85915,123,3759,3759,85915,1240,1240,85915
86347,103,3759,3759,86347,1240,1240,86347
86013,139,3759,3759,86013,1240,1240,86013
86158,108,3759,3759,86158,1240,1240,86158
86336,138,3759,3759,86336,1240,1240,86336
86020,125,3759,3759,86020,1240,1240,86020
86288,116,3759,3759,86288,1240,1240,86288
86187,105,3759,3759,86187,1240,1240,86187
85989,114,3759,3759,85989,1240,1240,85989
86510,102,3759,3759,86510,1240,1240,86510
85898,120,3759,3759,85898,1240,1240,85898
86037,138,3759,3759,86037,1240,1240,86037
86154,94,3759,3759,86154,1240,1240,86154
85968,122,3759,3759,85968,1240,1240,85968
85977,131,3759,3759,85977,1240,1240,85977
86181,116,3759,3759,86181,1240,1240,86181
86079,101,3759,3759,86079,1240,1240,86079
86158,125,3759,3759,86158,1240,1240,86158
85831,107,3759,3759,85831,1240,1240,85831
86139,125,3759,3759,86139,1240,1240,86139
86095,112,3759,3759,86095,1240,1240,86095
85973,127,3759,3759,85973,1240,1240,85973
85950,133,3759,3759,85950,1240,1240,85950
86201,129,3759,3759,86201,1240,1240,86201
