Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
100000,88,1142,55,0,856,39,0
100000,198,1142,48,0,856,46,0
100000,100,1141,56,0,856,44,0
100000,221,1141,41,0,856,21,0
100000,393,1142,40,0,856,34,0
100000,171,1142,43,0,856,39,0
100000,114,1142,41,0,856,22,0
100000,49,1142,114,0,856,88,0
100000,73,1142,41,0,856,27,0
100000,94,1142,117,0,856,109,0
100000,80,1142,28,0,856,21,0
100000,111,1142,34,0,856,31,0
100000,127,1142,33,0,856,31,0
100000,57,1142,73,0,856,69,0
100000,238,1142,29,0,856,30,0
100000,82,1142,57,0,856,38,0
100000,45,1142,48,0,855,40,0
100000,77,1142,59,0,855,49,0
100000,110,1142,48,0,856,32,0
100000,119,1142,20,0,856,14,0
100000,32,1142,56,0,856,28,0
100000,75,1142,52,0,856,40,0
100000,242,1142,50,0,856,28,0
100000,58,1142,79,0,855,58,0
100000,81,1142,57,0,856,62,0
100000,80,1142,74,0,856,45,0
100000,41,1142,29,0,856,25,0
100000,42,1142,64,0,856,35,0
100000,96,1142,32,0,856,33,0
100000,93,1142,36,0,856,26,0
