Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
83518,256,277,277,83518,221,221,83518
86111,142,277,277,86111,220,220,86111
83935,208,277,277,83935,220,220,83935
85461,122,276,276,85461,220,220,85461
86153,206,277,277,86153,221,221,86153
83378,238,277,277,83378,221,221,83378
83774,199,277,277,83774,221,221,83774
85983,505,276,276,85983,221,221,85983
83216,185,277,277,83216,220,220,83216
83943,180,277,277,83943,221,221,83943
83259,329,277,277,83259,221,221,83259
84688,184,276,276,84688,221,221,84688
83311,213,277,277,83311,221,221,83311
83976,245,277,277,83976,221,221,83976
83302,298,277,277,83302,221,221,83302
84469,150,277,277,84469,221,221,84469
83550,163,277,277,83550,221,221,83550
85358,267,277,277,85358,221,221,85358
83178,134,276,276,83178,221,221,83178
83497,140,277,277,83497,221,221,83497
87376,193,277,277,87376,221,221,87376
84720,340,277,277,84720,221,221,84720
83602,171,277,277,83602,220,220,83602
84253,168,277,277,84253,221,221,84253
83762,133,277,277,83762,221,221,83762
84166,387,277,277,84166,220,220,84166
83130,146,277,277,83130,221,221,83130
90421,156,277,277,90421,221,221,90421
83595,115,277,277,83595,221,221,83595
83768,390,277,277,83768,221,221,83768
