Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
100001,0,15024,10,0,4961,0,0
100001,0,15031,8,0,4959,6,0
100001,0,15029,9,0,4960,2,0
100001,0,15016,11,0,4957,2,0
100001,0,15027,11,0,4960,1,0
100001,0,15026,2,0,4961,2,0
100001,0,15031,3,0,4961,4,0
100001,0,15034,9,0,4960,1,0
100001,0,15029,5,0,4956,2,0
100001,0,15025,3,0,4960,1,0
100001,0,15033,7,0,4961,3,0
100000,117,15027,9225,0,4959,2887,0
100001,0,15026,10,0,4960,1,0
100001,0,15022,4,0,4957,1,0
100001,0,15017,10,0,4959,2,0
100001,0,15031,8,0,4956,1,0
100000,122,15022,9306,0,4959,2922,0
100001,0,15027,10,0,4959,1,0
100001,0,15028,5,0,4960,5,0
100001,0,15023,9,0,4962,1,0
100000,111,15030,9393,0,4959,2866,0
100001,0,15027,7,0,4959,2,0
100001,0,15023,11,0,4959,1,0
100000,141,15016,9360,0,4959,2860,0
100001,0,15018,10,0,4958,0,0
100001,0,15027,4,0,4961,2,0
100001,0,15025,6,0,4960,4,0
100001,0,15021,7,0,4959,4,0
100000,114,15019,9230,0,4957,2898,0
100001,0,15021,10,0,4959,1,0
