Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
83036,7437,416,416,83036,83,83,83036
82820,7839,416,416,82820,83,83,82820
83223,7035,416,416,83223,83,83,83223
83038,7839,416,416,83038,83,83,83038
82759,8442,416,416,82759,83,83,82759
83093,7052,416,416,83093,83,83,83093
83104,7839,416,416,83104,83,83,83104
82899,7236,416,416,82899,83,83,82899
82999,6237,416,416,82999,83,83,82999
83063,8040,416,416,83063,83,83,83063
82667,8040,416,416,82667,83,83,82667
83712,6834,416,416,83712,83,83,83712
82770,7638,416,416,82770,83,83,82770
82666,7839,416,416,82666,83,83,82666
83151,5829,416,416,83151,83,83,83151
83083,6834,416,416,83083,83,83,83083
82974,7035,416,416,82974,83,83,82974
83209,7437,416,416,83209,83,83,83209
82910,8241,416,416,82910,83,83,82910
82796,8649,416,416,82796,83,83,82796
82539,8651,416,416,82539,83,83,82539
83216,8241,416,416,83216,83,83,83216
82783,7638,416,416,82783,83,83,82783
82819,7638,416,416,82819,83,83,82819
83009,8643,416,416,83009,83,83,83009
82494,7236,416,416,82494,83,83,82494
83040,7236,416,416,83040,83,83,83040
82915,6633,416,416,82915,83,83,82915
83052,8643,416,416,83052,83,83,83052
82877,7236,416,416,82877,83,83,82877
