Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
41595,1407,62,62,41595,62,62,41595
41436,1005,62,62,41436,62,62,41436
41394,1045,62,62,41394,62,62,41394
42262,603,62,57,42262,62,55,42262
41373,924,62,62,41373,62,62,41373
41452,1005,62,62,41452,62,62,41452
41743,1206,62,62,41743,62,62,41743
41590,666,62,62,41590,62,62,41590
41475,1407,62,62,41475,62,62,41475
41297,1608,62,62,41297,62,62,41297
41779,900,62,62,41779,62,62,41779
41344,503,62,62,41344,62,62,41344
41530,1206,62,62,41530,62,62,41530
41459,1558,62,56,41459,62,59,41459
42135,1005,62,62,42135,62,62,42135
42463,1235,62,62,42463,62,62,42463
41886,1604,62,62,41886,62,62,41886
41670,1005,62,62,41670,62,62,41670
46942,923,62,62,46942,62,62,46942
41406,1809,62,62,41406,62,62,41406
42685,886,62,62,42685,62,62,42685
43790,595,62,62,43790,62,62,43790
41949,1206,62,59,41949,62,59,41949
41136,190,62,62,41136,62,62,41136
41312,1005,62,62,41312,62,62,41312
41306,722,62,62,41306,62,62,41306
41540,544,62,62,41540,62,62,41540
41385,807,62,62,41385,62,62,41385
41574,1206,62,62,41574,62,62,41574
41215,358,62,62,41215,62,62,41215
