Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
100000,47,11200,4687,0,2800,1158,0
100000,47,11200,4191,0,2800,1057,0
100000,34,11200,4503,0,2800,1095,0
100000,54,11200,4478,0,2800,1177,0
100000,42,11200,4319,0,2800,1072,0
100000,36,11200,4468,0,2800,1115,0
100000,32,11200,3838,0,2800,956,0
100000,74,11200,4279,0,2800,1092,0
100000,62,11200,4426,0,2800,1140,0
100000,57,11200,4686,0,2800,1159,0
100000,38,11200,4599,0,2800,1189,0
100000,26,11200,4579,0,2800,1141,0
100000,36,11200,4459,0,2800,1115,0
100000,48,11200,4600,0,2800,1196,0
100000,31,11200,4584,0,2800,1104,0
100000,47,11200,4379,0,2800,1091,0
100000,34,11200,4536,0,2800,1135,0
100000,97,11200,4483,0,2800,1121,0
100000,33,11200,4493,0,2800,1113,0
100000,42,11200,4225,0,2800,1036,0
100000,86,11200,4476,0,2800,1130,0
100000,37,11200,4718,0,2800,1158,0
100000,33,11200,4519,0,2800,1110,0
100000,39,11200,4453,0,2800,1142,0
100000,36,11200,4415,0,2800,1140,0
100000,48,11200,4252,0,2800,1072,0
100000,45,11200,4327,0,2800,1122,0
100000,63,11200,4581,0,2800,1145,0
100000,34,11200,4388,0,2800,1080,0
100000,47,11200,4275,0,2800,1048,0
