Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
42070,102,583,583,42070,291,291,42070
41961,46,583,583,41961,291,291,41961
42377,39,583,583,42377,291,291,42377
42077,33,583,583,42077,291,291,42077
41956,34,583,583,41956,291,291,41956
41941,78,583,583,41941,291,291,41941
41973,25,583,583,41973,291,291,41973
42118,51,583,583,42118,291,291,42118
42384,38,583,582,42384,291,290,42384
42042,35,583,583,42042,291,291,42042
42006,40,583,583,42006,291,291,42006
42085,53,583,583,42085,291,291,42085
41990,50,583,583,41990,291,291,41990
42292,41,583,583,42292,291,291,42292
41938,34,583,583,41938,291,291,41938
41918,43,583,583,41918,291,291,41918
41952,31,583,583,41952,291,291,41952
41980,41,583,583,41980,291,291,41980
41974,39,583,583,41974,291,291,41974
42071,66,583,583,42071,291,291,42071
41795,32,583,583,41795,291,291,41795
41843,37,583,583,41843,291,291,41843
41900,30,583,583,41900,291,291,41900
41924,41,583,583,41924,291,291,41924
42097,27,583,583,42097,291,291,42097
42008,35,583,583,42008,291,291,42008
42132,34,583,583,42132,291,291,42132
41948,35,583,583,41948,291,291,41948
42169,47,583,583,42169,291,291,42169
41999,36,583,583,41999,291,291,41999
