Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
40817,3027,486,486,40817,388,388,40817
40743,2977,486,486,40743,388,388,40743
40807,3232,486,486,40807,388,388,40807
40784,4201,486,486,40784,388,388,40784
40835,3303,486,486,40835,388,388,40835
40817,2221,486,486,40817,388,388,40817
40772,2846,486,486,40772,388,388,40772
40801,2704,486,486,40801,388,388,40801
40828,3575,486,486,40828,388,388,40828
40790,2912,486,486,40790,388,388,40790
40889,2856,486,486,40889,388,388,40889
40827,3206,486,486,40827,388,388,40827
40805,2665,486,486,40805,388,388,40805
40800,2360,486,486,40800,388,388,40800
40789,2903,486,486,40789,388,388,40789
40745,2324,486,486,40745,388,388,40745
40789,2742,486,486,40789,388,388,40789
40825,2482,486,486,40825,388,388,40825
40805,3565,486,486,40805,388,388,40805
40759,2130,486,486,40759,388,388,40759
40830,3126,486,486,40830,388,388,40830
40824,2284,486,486,40824,388,388,40824
40787,2762,486,486,40787,388,388,40787
40784,2771,486,486,40784,388,388,40784
40799,3039,486,486,40799,388,388,40799
40883,3498,486,486,40883,388,388,40883
40784,2667,486,486,40784,388,388,40784
40788,2217,486,486,40788,388,388,40788
40806,2492,486,486,40806,388,388,40806
40804,3518,486,486,40804,388,388,40804
