Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
42099,39,524,524,42099,349,349,42099
41871,43,524,524,41871,349,349,41871
41984,52,524,524,41984,349,349,41984
42017,33,524,524,42017,349,349,42017
42085,28,524,524,42085,349,349,42085
42086,41,524,524,42086,349,349,42086
41864,47,524,524,41864,349,349,41864
41959,45,524,524,41959,349,349,41959
41944,53,524,524,41944,349,349,41944
41923,34,524,524,41923,349,349,41923
42222,44,524,524,42222,349,349,42222
42579,34,524,524,42579,349,349,42579
41901,48,524,524,41901,349,349,41901
41980,55,524,524,41980,349,349,41980
41915,36,524,524,41915,349,349,41915
42049,36,524,524,42049,349,349,42049
42125,48,524,524,42125,349,349,42125
41816,60,524,524,41816,349,349,41816
41963,29,524,524,41963,349,349,41963
42055,67,524,524,42055,349,349,42055
42184,55,524,524,42184,349,349,42184
42030,41,524,524,42030,349,349,42030
42025,40,524,524,42025,349,349,42025
41887,122,524,524,41887,349,349,41887
42061,60,524,524,42061,349,349,42061
42861,51,524,524,42861,349,349,42861
42019,55,524,524,42019,349,349,42019
41955,45,524,524,41955,349,349,41955
42446,33,524,524,42446,349,349,42446
41943,33,524,524,41943,349,349,41943
