Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
100000,165,1140,976,0,855,752,0
100000,167,1141,813,0,856,590,0
100000,249,1142,943,0,856,711,0
100000,264,1142,797,0,856,597,0
100000,319,1142,845,0,856,676,0
100000,196,1141,853,0,854,605,0
100000,178,1142,931,0,856,703,0
100000,186,1142,863,0,855,660,0
100000,122,1141,880,0,856,686,0
100000,237,1142,879,0,856,656,0
100000,381,1140,864,0,855,645,0
100000,150,1141,958,0,856,704,0
100000,126,1142,1050,0,856,776,0
100000,135,1142,903,0,856,673,0
100000,184,1142,815,0,856,597,0
100000,150,1142,983,0,855,740,0
100000,223,1142,931,0,856,718,0
100000,172,1142,657,0,856,514,0
100000,109,1140,872,0,856,642,0
100000,175,1141,759,0,856,554,0
100000,326,1140,863,0,854,652,0
100000,163,1142,823,0,856,622,0
100000,317,1141,805,0,856,603,0
100000,203,1142,893,0,855,647,0
100000,231,1142,941,0,856,699,0
100000,232,1142,916,0,856,707,0
100000,328,1141,939,0,854,683,0
100000,152,1142,925,0,856,688,0
100000,209,1141,672,0,856,512,0
100000,167,1142,750,0,856,567,0
