Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
100000,311,374,374,100000,123,123,100000
85070,86,375,375,85070,123,123,85070
86325,143,375,375,86325,123,123,86325
93662,100,375,375,93662,123,123,93662
87907,97,375,375,87907,123,123,87907
85742,54,375,375,85742,123,123,85742
86755,86,375,375,86755,123,123,86755
91640,93,374,374,91640,123,123,91640
95892,80,375,375,95892,123,123,95892
93815,88,375,375,93815,123,123,93815
90291,140,375,375,90291,123,123,90291
93564,192,375,375,93564,123,123,93564
92560,70,375,375,92560,123,123,92560
88779,189,374,374,88779,123,123,88779
89120,45,374,374,89120,122,122,89120
82278,98,374,134,82278,123,29,82278
100000,161,375,350,100000,123,115,100000
86943,163,375,375,86943,123,123,86943
86535,157,375,375,86535,123,123,86535
86105,49,375,375,86105,123,123,86105
91726,283,375,375,91726,123,123,91726
94271,59,375,375,94271,123,123,94271
80974,95,375,120,80974,123,34,80974
84094,154,374,239,84094,123,70,84094
86369,145,375,375,86369,122,122,86369
100000,125,375,300,100000,123,105,100000
86972,86,375,375,86972,123,123,86972
87029,133,375,375,87029,123,123,87029
85380,89,374,374,85380,123,123,85380
88840,72,375,375,88840,123,123,88840
