Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
87117,98,2799,2799,87117,700,700,87117
85945,87,2797,2797,85945,699,699,85945
86164,91,2796,2796,86164,700,700,86164
90257,92,2799,2799,90257,700,700,90257
87178,97,2798,2798,87178,700,700,87178
86140,89,2799,2799,86140,699,699,86140
86235,74,2799,2799,86235,699,699,86235
86260,85,2794,2794,86260,699,699,86260
85969,77,2799,2799,85969,700,700,85969
87704,82,2797,2797,87704,699,699,87704
86170,70,2794,2794,86170,700,700,86170
86002,67,2800,2800,86002,700,700,86002
85852,66,2800,2800,85852,699,699,85852
86106,80,2798,2798,86106,700,700,86106
86132,73,2800,2800,86132,700,700,86132
100001,0,2797,4,100001,700,1,100001
86312,95,2800,2800,86312,700,700,86312
85991,81,2797,2797,85991,700,700,85991
86025,88,2798,2798,86025,700,700,86025
87773,76,2798,2798,87773,699,699,87773
85568,96,2796,2796,85568,700,700,85568
87762,88,2800,2800,87762,700,700,87762
100001,0,2797,4,100001,700,1,100001
86149,86,2797,2797,86149,700,700,86149
86468,69,2797,2797,86468,699,699,86468
86373,67,2797,2797,86373,700,700,86373
86117,72,2797,2797,86117,699,699,86117
85873,95,2797,2797,85873,700,700,85873
85970,78,2800,2800,85970,700,700,85970
89119,91,2800,2800,89119,700,700,89119
