Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
100001,0,3332,4,0,1665,1,0
100000,61,3329,3329,100000,1664,1664,100000
100001,0,3328,1,100001,1661,1,100001
100000,135,3327,3327,100000,1664,1664,100000
100001,0,3329,7,100001,1663,1,100001
100001,0,3327,2,100001,1663,1,100001
100001,0,3331,5,100001,1665,0,100001
100001,0,3330,3,100001,1663,3,100001
100001,0,3328,6,100001,1664,1,100001
98645,91,3330,3330,98645,1662,1662,98645
100001,0,3328,4,100001,1665,0,100001
98473,79,3327,3327,98473,1666,1666,98473
100001,0,3329,1,100001,1663,2,100001
100001,0,3327,1,100001,1659,0,100001
100001,0,3328,1,100001,1662,4,100001
100001,0,3328,6,100001,1662,0,100001
100001,0,3330,4,100001,1664,1,100001
100001,0,3329,3,100001,1665,0,100001
100001,0,3330,1,100001,1664,2,100001
100001,0,3330,2,100001,1665,3,100001
100001,0,3331,5,100001,1664,2,100001
100000,72,3328,3328,100000,1663,1663,100000
100000,77,3325,3325,100000,1662,1662,100000
100000,105,3331,3331,100000,1664,1664,100000
98534,146,3326,3326,98534,1664,1664,98534
100001,0,3330,4,100001,1665,2,100001
100001,0,3329,3,100001,1661,3,100001
100001,0,3328,3,100001,1662,3,100001
100001,0,3327,4,100001,1663,1,100001
98272,51,3328,3328,98272,1665,1665,98272
