Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
88923,60,1944,1944,88923,1555,1555,88923
89056,64,1944,1944,89056,1555,1555,89056
88734,73,1944,1944,88734,1555,1555,88734
88966,63,1944,1944,88966,1555,1555,88966
88358,72,1944,1944,88358,1555,1555,88358
89302,67,1944,1944,89302,1555,1555,89302
88796,59,1944,1944,88796,1555,1555,88796
89822,69,1944,1944,89822,1555,1555,89822
89274,90,1944,1944,89274,1555,1555,89274
88642,67,1944,1944,88642,1555,1555,88642
88695,59,1944,1944,88695,1555,1555,88695
88871,76,1944,1944,88871,1555,1555,88871
88895,57,1944,1944,88895,1555,1555,88895
88558,66,1944,1944,88558,1555,1555,88558
89567,78,1944,1944,89567,1555,1555,89567
88880,53,1944,1944,88880,1555,1555,88880
88864,128,1944,1944,88864,1555,1555,88864
88549,53,1944,1944,88549,1555,1555,88549
97103,74,1944,1944,97103,1555,1555,97103
88847,57,1944,1944,88847,1555,1555,88847
88549,75,1944,1944,88549,1555,1555,88549
88716,99,1944,1944,88716,1555,1555,88716
89028,64,1944,1944,89028,1555,1555,89028
89117,72,1944,1944,89117,1555,1555,89117
88915,65,1944,1944,88915,1555,1555,88915
88810,74,1944,1944,88810,1555,1555,88810
89171,75,1944,1944,89171,1555,1555,89171
89481,58,1944,1944,89481,1555,1555,89481
91640,58,1944,1944,91640,1555,1555,91640
89071,61,1944,1944,89071,1555,1555,89071
