Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
40660,107,437,437,40660,437,437,40660
40622,111,437,437,40622,437,437,40622
40674,94,437,437,40674,437,437,40674
40665,137,437,437,40665,437,437,40665
40694,198,437,437,40694,437,437,40694
40655,112,437,437,40655,437,437,40655
40702,120,437,437,40702,437,437,40702
40690,143,437,437,40690,437,437,40690
40713,120,437,437,40713,437,437,40713
40700,139,437,437,40700,437,437,40700
40730,116,437,437,40730,437,437,40730
40741,100,437,437,40741,437,437,40741
40689,130,437,437,40689,437,437,40689
40656,129,437,437,40656,437,437,40656
40667,105,437,437,40667,437,437,40667
40681,124,437,437,40681,437,437,40681
40639,108,437,437,40639,437,437,40639
40646,128,437,437,40646,437,437,40646
40686,108,437,437,40686,437,437,40686
40696,128,437,437,40696,437,437,40696
40677,128,437,437,40677,437,437,40677
40687,160,437,437,40687,437,437,40687
40672,108,437,437,40672,437,437,40672
40670,112,437,437,40670,437,437,40670
40626,123,437,437,40626,437,437,40626
40686,134,437,437,40686,437,437,40686
40615,133,437,437,40615,437,437,40615
40647,135,437,437,40647,437,437,40647
40736,112,437,437,40736,437,437,40736
40666,122,437,437,40666,437,437,40666
