Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
40707,5421,250,250,40707,250,250,40707
40764,3823,250,250,40764,250,250,40764
40630,4460,250,250,40630,250,250,40630
40760,7101,250,250,40760,250,250,40760
40704,4205,250,250,40704,250,250,40704
40739,5610,250,250,40739,250,250,40739
40770,5017,250,250,40770,250,250,40770
40709,4751,250,250,40709,250,250,40709
40705,4884,250,250,40705,250,250,40705
40718,4364,250,250,40718,250,250,40718
40694,4870,250,250,40694,250,250,40694
40757,5866,250,250,40757,250,250,40757
40699,5201,250,250,40699,250,250,40699
40689,4819,250,250,40689,250,250,40689
40735,3455,250,250,40735,250,250,40735
40710,4023,250,250,40710,250,250,40710
40708,4298,250,250,40708,250,250,40708
40698,3438,250,250,40698,250,250,40698
40690,6354,250,250,40690,250,250,40690
40621,5439,250,250,40621,250,250,40621
40670,4745,250,250,40670,250,250,40670
40763,5681,250,250,40763,250,250,40763
40706,4124,250,250,40706,250,250,40706
40720,4610,250,250,40720,250,250,40720
40670,5690,250,250,40670,250,250,40670
40724,4408,250,250,40724,250,250,40724
40761,4975,250,250,40761,250,250,40761
40639,4161,250,250,40639,250,250,40639
40702,3987,250,250,40702,250,250,40702
40767,5330,250,250,40767,250,250,40767
