Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
90965,62,3747,3747,90965,1238,1238,90965
100001,0,3754,6,100001,1240,2,100001
100001,0,3752,4,100001,1239,1,100001
100001,0,3755,5,100001,1239,2,100001
100001,0,3756,2,100001,1239,1,100001
100001,0,3757,4,100001,1239,2,100001
100001,0,3754,3,100001,1239,0,100001
91520,65,3754,3754,91520,1237,1237,91520
90783,78,3743,3743,90783,1238,1238,90783
91030,49,3755,3755,91030,1237,1237,91030
100001,0,3753,9,100001,1238,1,100001
100001,0,3752,3,100001,1240,3,100001
93163,44,3748,3748,93163,1238,1238,93163
100001,0,3757,1,100001,1238,3,100001
91838,96,3757,3757,91838,1240,1240,91838
90995,78,3741,3741,90995,1240,1240,90995
91957,56,3753,3753,91957,1239,1239,91957
100001,0,3756,4,100001,1240,0,100001
100001,0,3753,4,100001,1237,2,100001
100001,0,3752,8,100001,1236,3,100001
100001,0,3755,4,100001,1238,1,100001
100001,0,3757,8,100001,1240,0,100001
91329,104,3751,3751,91329,1239,1239,91329
90805,55,3751,3751,90805,1238,1238,90805
100001,0,3754,1,100001,1239,0,100001
94416,63,3749,3749,94416,1237,1237,94416
91172,93,3747,3747,91172,1238,1238,91172
100001,0,3754,2,100001,1239,2,100001
94256,66,3754,3754,94256,1240,1240,94256
100001,0,3751,3,100001,1239,0,100001
