Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
100000,3417,11111,2271,0,8888,1908,0
100000,3417,11111,2246,0,8888,1774,0
100000,2412,11111,2296,0,8888,1806,0
100000,3618,11111,2313,0,8888,1864,0
100000,2814,11111,2329,0,8888,1809,0
100000,3618,11111,2424,0,8888,1786,0
100000,2412,11111,2260,0,8888,1805,0
100000,3216,11111,2246,0,8888,1745,0
100000,3819,11111,2203,0,8888,1791,0
100000,3216,11111,2295,0,8888,1790,0
100000,3819,11111,2376,0,8888,1811,0
100000,2613,11111,2198,0,8888,1799,0
100000,3216,11111,2282,0,8888,1856,0
100000,2412,11111,2314,0,8888,1804,0
100000,3015,11111,2246,0,8888,1775,0
100000,2814,11111,2396,0,8888,1853,0
100000,3216,11111,2188,0,8888,1820,0
100000,2211,11111,2299,0,8888,1843,0
100000,3417,11111,2173,0,8888,1742,0
100000,3216,11111,2202,0,8888,1743,0
100000,3819,11111,2267,0,8888,1758,0
100000,3216,11111,2382,0,8888,1891,0
100000,3819,11111,2115,0,8888,1693,0
100000,2613,11111,2358,0,8888,1892,0
100000,3216,11111,2216,0,8888,1796,0
100000,3216,11111,2210,0,8888,1723,0
100000,3216,11111,2240,0,8888,1793,0
100000,4020,11111,2272,0,8888,1800,0
100000,4422,11111,2245,0,8888,1745,0
100000,2010,11111,2245,0,8888,1810,0
