Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
100000,95,1600,1229,0,400,335,0
100000,88,1600,1223,0,400,301,0
100000,85,1600,1160,0,399,300,0
100000,70,1600,1379,0,398,331,0
100000,111,1597,1170,0,399,294,0
100000,110,1600,1312,0,400,328,0
100000,67,1600,935,0,400,244,0
100000,103,1600,959,0,400,223,0
100000,92,1600,899,0,400,214,0
100000,72,1599,342,0,400,85,0
100000,95,1600,692,0,400,162,0
100000,128,1600,816,0,400,199,0
100000,67,1600,1219,0,400,317,0
100000,67,1600,1199,0,400,308,0
100000,97,1600,1056,0,400,272,0
100000,98,1599,1285,0,400,326,0
100000,94,1600,906,0,400,226,0
100000,106,1600,356,0,400,89,0
100000,75,1600,1036,0,400,255,0
100000,104,1600,1148,0,400,281,0
100000,120,1600,899,0,400,216,0
100000,90,1599,1151,0,400,295,0
100000,104,1599,1228,0,400,308,0
100000,80,1600,1031,0,400,244,0
100000,74,1599,727,0,400,157,0
100000,82,1600,1103,0,400,282,0
100000,80,1597,933,0,400,237,0
100000,73,1600,775,0,400,194,0
100000,78,1600,936,0,400,218,0
100000,100,1600,910,0,400,214,0
