Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
40880,1698,625,625,40880,625,625,40880
40893,1732,625,625,40893,625,625,40893
40887,1671,625,625,40887,625,625,40887
40892,1483,625,625,40892,625,625,40892
40882,1877,625,625,40882,625,625,40882
40887,2002,625,625,40887,625,625,40887
40911,1722,625,625,40911,625,625,40911
40908,1636,625,625,40908,625,625,40908
40829,1634,625,625,40829,625,625,40829
40905,1693,625,625,40905,625,625,40905
40888,2013,625,625,40888,625,625,40888
40839,1805,625,625,40839,625,625,40839
40862,1513,625,625,40862,625,625,40862
40924,1654,625,625,40924,625,625,40924
40906,1888,625,625,40906,625,625,40906
40883,2195,625,625,40883,625,625,40883
40860,2085,625,625,40860,625,625,40860
40891,1406,625,625,40891,625,625,40891
40865,1387,625,625,40865,625,625,40865
40902,1597,625,625,40902,625,625,40902
40885,1857,625,625,40885,625,625,40885
40885,1635,625,625,40885,625,625,40885
40870,1929,625,625,40870,625,625,40870
40861,1498,625,625,40861,625,625,40861
40875,1407,625,625,40875,625,625,40875
40873,1690,625,625,40873,625,625,40873
40848,1579,625,625,40848,625,625,40848
40906,1763,625,625,40906,625,625,40906
40877,1509,625,625,40877,625,625,40877
40886,1613,625,625,40886,625,625,40886
