Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
47797,23,700,690,0,175,173,0
46776,33,700,700,46776,175,175,46776
47595,24,700,700,47595,175,175,47595
47102,8,700,650,47102,175,154,47102
46127,9,700,700,46127,175,173,46127
48766,23,700,628,48766,175,152,48766
51106,93,700,700,51106,175,175,51106
47069,7,700,700,47069,175,175,47069
47754,37,700,659,47754,175,167,47754
48830,82,700,700,48830,175,175,48830
47804,10,700,700,47804,175,175,47804
46379,37,700,700,46379,175,175,46379
45431,64,700,658,45431,175,158,45431
50340,86,700,700,50340,175,175,50340
48089,15,700,689,48089,175,173,48089
48182,7,700,700,48182,175,175,48182
46190,6,700,700,46190,175,175,46190
49540,24,700,697,49540,175,173,49540
47414,21,700,700,47414,175,175,47414
47136,36,700,690,47136,175,174,47136
45757,85,700,700,45757,175,175,45757
47919,22,700,690,47919,175,172,47919
47762,39,700,700,47762,175,175,47762
46194,34,700,700,46194,175,175,46194
45495,2011,700,533,45495,175,131,45495
47786,238,700,637,47786,175,160,47786
45407,41,700,650,45407,175,161,45407
48552,18,700,700,48552,175,175,48552
46652,14,700,676,46652,175,164,46652
48137,76,700,700,48137,175,175,48137
