Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
100000,50,2099,1308,0,1400,830,0
100000,209,2099,2012,0,1400,1316,0
100000,27,2099,1924,0,1400,1278,0
100000,30,2099,2003,0,1400,1322,0
100000,114,2099,2009,0,1400,1348,0
100000,18,2099,1939,0,1399,1286,0
100000,50,2099,1797,0,1399,1188,0
100001,0,2098,0,0,1400,0,0
100000,174,2099,2012,0,1400,1337,0
100000,44,2099,1493,0,1400,976,0
100000,105,2098,1714,0,1400,1127,0
100000,241,2099,1831,0,1400,1218,0
100000,21,2097,1959,0,1400,1300,0
100001,0,2099,1,0,1400,0,0
100000,80,2099,1991,0,1400,1310,0
100000,36,2096,1176,0,1400,724,0
100000,60,2098,1904,0,1400,1255,0
100000,77,2099,1882,0,1400,1230,0
100000,217,2098,1545,0,1400,987,0
100000,67,2099,1986,0,1400,1297,0
100000,19,2097,1863,0,1399,1231,0
100000,104,2099,1454,0,1400,935,0
100001,0,2098,0,0,1399,0,0
100000,43,2099,1424,0,1400,926,0
100000,151,2096,1192,0,1399,762,0
100000,19,2099,1720,0,1400,1143,0
100000,26,2098,2038,0,1400,1354,0
100000,97,2099,1489,0,1399,1015,0
100000,96,2099,2041,0,1400,1348,0
100000,59,2099,1810,0,1400,1183,0
