Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
80393,120,276,23,0,220,35,0
89256,124,277,152,0,221,124,0
84662,90,277,167,0,221,106,0
92284,43,277,186,0,221,146,0
81163,106,277,85,0,221,62,0
81989,63,277,84,0,221,66,0
88498,211,277,193,0,221,155,0
84409,109,277,145,0,221,99,0
92007,144,277,202,0,221,161,0
84082,164,277,172,0,221,129,0
92848,52,277,277,92848,221,221,92848
91888,69,277,155,91888,221,135,91888
81079,158,277,70,81079,221,61,81079
86761,113,277,181,86761,221,134,86761
81791,56,277,82,81791,221,77,81791
82850,44,277,123,82850,221,79,82850
89599,131,277,168,89599,221,121,89599
81132,43,277,88,81132,221,54,81132
82135,68,277,118,82135,221,72,82135
88519,73,277,210,88519,221,148,88519
89677,133,277,277,89677,221,221,89677
88275,82,277,154,88275,221,133,88275
80797,64,276,61,80797,221,57,80797
81519,155,277,75,81519,221,47,81519
83068,42,277,128,83068,221,91,83068
82150,101,277,108,82150,221,87,82150
82850,76,277,100,82850,221,89,82850
88455,121,277,233,88455,221,182,88455
94234,134,277,277,94234,221,221,94234
83675,52,277,132,83675,221,98,83675
