Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
47173,30,524,524,47173,349,349,47173
42483,63,524,524,42483,349,349,42483
42209,37,524,524,42209,349,349,42209
42716,33,524,524,42716,349,349,42716
41939,27,524,524,41939,349,349,41939
41963,42,524,524,41963,349,349,41963
41983,33,524,524,41983,349,349,41983
42166,58,524,524,42166,349,349,42166
41952,31,524,524,41952,349,349,41952
42621,20,524,524,42621,349,349,42621
42783,40,524,524,42783,349,349,42783
41961,73,524,524,41961,349,349,41961
42373,96,524,524,42373,349,349,42373
41844,35,524,524,41844,349,349,41844
42077,82,524,524,42077,349,349,42077
41910,34,524,524,41910,349,349,41910
42020,55,524,524,42020,349,349,42020
41957,56,524,524,41957,349,349,41957
42003,67,524,524,42003,349,349,42003
42135,34,524,524,42135,349,349,42135
42167,36,524,524,42167,349,349,42167
41982,35,524,524,41982,349,349,41982
41928,39,524,524,41928,349,349,41928
42024,40,524,524,42024,349,349,42024
42047,26,524,524,42047,349,349,42047
41973,34,524,524,41973,349,349,41973
41997,37,524,524,41997,349,349,41997
42093,37,524,524,42093,349,349,42093
41959,37,524,524,41959,349,349,41959
41890,56,524,524,41890,349,349,41890
