Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
100000,152,11106,4522,0,8880,3405,0
100001,0,11106,1,0,8886,2,0
100001,0,11109,0,0,8886,5,0
100001,0,11105,2,0,8883,2,0
100001,0,11108,5,0,8887,2,0
100001,0,11109,2,0,8887,1,0
100000,100,11107,4515,0,8886,3247,0
100001,0,11109,3,0,8880,5,0
100001,0,11107,2,0,8886,1,0
100001,0,11105,3,0,8887,3,0
100001,0,11110,4,0,8886,1,0
100001,0,11105,5,0,8883,3,0
100001,0,11107,1,0,8886,2,0
100001,0,11098,4,0,8884,4,0
100000,147,11106,4354,0,8883,3074,0
100001,0,11108,3,0,8885,1,0
100001,0,11105,3,0,8882,3,0
100001,0,11105,3,0,8883,4,0
100001,0,11105,4,0,8886,3,0
100001,0,11106,5,0,8887,1,0
100000,120,11104,4572,0,8884,3370,0
100001,0,11108,3,0,8886,2,0
100001,0,11106,2,0,8887,3,0
100001,0,11109,3,0,8884,0,0
100001,0,11106,3,0,8885,2,0
100000,84,11108,4636,0,8882,3304,0
100001,0,11106,4,0,8884,4,0
100001,0,11104,2,0,8885,1,0
100001,0,11108,3,0,8885,1,0
100001,0,11107,5,0,8884,2,0
