Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
41996,31,583,583,41996,291,291,41996
42308,40,583,583,42308,291,291,42308
42349,50,583,583,42349,291,291,42349
42315,39,583,583,42315,291,291,42315
41933,31,583,583,41933,291,291,41933
41842,34,583,583,41842,291,291,41842
41871,40,583,583,41871,291,291,41871
41972,33,583,583,41972,291,291,41972
42123,41,583,583,42123,291,291,42123
41926,56,583,583,41926,291,291,41926
41988,50,583,583,41988,291,291,41988
42036,47,583,583,42036,291,291,42036
42026,36,583,583,42026,291,291,42026
41976,34,583,583,41976,291,291,41976
42066,46,583,583,42066,291,291,42066
41988,48,583,583,41988,291,291,41988
41930,49,583,583,41930,291,291,41930
42010,34,583,583,42010,291,291,42010
41970,94,583,583,41970,291,291,41970
42147,47,583,583,42147,291,291,42147
42044,30,583,583,42044,291,291,42044
42013,44,583,583,42013,291,291,42013
41861,40,583,583,41861,291,291,41861
41831,34,583,583,41831,291,291,41831
42160,39,583,583,42160,291,291,42160
42035,41,583,583,42035,291,291,42035
42023,39,583,583,42023,291,291,42023
42174,24,583,583,42174,291,291,42174
41958,55,583,583,41958,291,291,41958
42349,38,583,583,42349,291,291,42349
