Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
40636,72,250,250,40636,250,250,40636
40660,80,250,250,40660,250,250,40660
40740,80,250,250,40740,250,250,40740
40635,90,250,250,40635,250,250,40635
40637,85,250,250,40637,250,250,40637
40616,100,250,250,40616,250,250,40616
40652,86,249,249,40652,249,249,40652
40580,75,250,250,40580,250,250,40580
40678,94,250,250,40678,250,250,40678
40670,91,250,250,40670,250,250,40670
40597,73,250,250,40597,250,250,40597
40640,112,250,250,40640,250,250,40640
40643,92,250,250,40643,250,250,40643
40566,67,250,250,40566,250,250,40566
40661,82,250,250,40661,250,250,40661
40639,73,250,250,40639,250,250,40639
40608,79,250,250,40608,250,250,40608
40575,78,250,250,40575,250,250,40575
40564,66,250,250,40564,250,250,40564
40600,91,250,250,40600,250,250,40600
40562,75,250,250,40562,250,250,40562
40618,82,249,249,40618,250,250,40618
40596,71,250,250,40596,250,250,40596
40638,85,250,250,40638,250,250,40638
40540,70,250,250,40540,250,250,40540
40671,93,250,250,40671,250,250,40671
40600,76,249,249,40600,250,250,40600
40660,84,250,250,40660,250,250,40660
40617,83,250,250,40617,250,250,40617
40630,99,250,250,40630,250,250,40630
