Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
100000,39,16666,2949,0,3333,600,0
100000,100,16666,2424,0,3333,470,0
100000,76,16666,2995,0,3333,623,0
100000,47,16666,1046,0,3333,179,0
100000,154,16666,2939,0,3333,579,0
100000,19,16666,2016,0,3333,393,0
100000,67,16666,2689,0,3333,547,0
100000,132,16666,3187,0,3333,681,0
100000,71,16666,2979,0,3333,600,0
100000,38,16666,3131,0,3333,613,0
100000,22,16666,2491,0,3333,445,0
100000,230,16666,3081,0,3333,569,0
100000,38,16666,2588,0,3333,497,0
100000,14,16666,2754,0,3333,559,0
100000,54,16666,2894,0,3333,607,0
100000,209,16666,2459,0,3333,490,0
100000,190,16666,2836,0,3333,575,0
100000,95,16666,2979,0,3333,607,0
100000,69,16666,2319,0,3333,473,0
100000,34,16666,2249,0,3333,468,0
100000,9,16666,3131,0,3333,590,0
100000,124,16666,3194,0,3333,656,0
100000,291,16666,2666,0,3333,548,0
100000,582,16666,2251,0,3333,457,0
100000,237,16666,2373,0,3333,455,0
100000,44,16666,2221,0,3333,451,0
100000,68,16666,3132,0,3333,613,0
100000,75,16666,2569,0,3333,508,0
100000,723,16666,2912,0,3333,589,0
100000,35,16666,2994,0,3333,599,0
