Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
100000,121,10000,6723,0,10000,6625,0
100000,146,10000,6663,0,10000,6721,0
100000,128,10000,6753,0,10000,6711,0
100000,123,10000,6702,0,10000,6697,0
100000,124,10000,6724,0,10000,6721,0
100000,159,10000,6699,0,10000,6604,0
100000,171,10000,6758,0,10000,6731,0
100000,205,10000,6663,0,10000,6694,0
100000,111,10000,6762,0,10000,6637,0
100000,111,10000,6674,0,10000,6734,0
100000,131,10000,6690,0,10000,6673,0
100000,136,10000,6689,0,10000,6745,0
100000,134,10000,6648,0,10000,6566,0
100000,144,10000,6709,0,10000,6738,0
100000,165,10000,6668,0,10000,6687,0
100000,102,10000,6684,0,10000,6703,0
100000,132,10000,6775,0,10000,6628,0
100000,119,10000,6686,0,10000,6707,0
100000,132,10000,6755,0,10000,6654,0
100000,156,10000,6694,0,10000,6723,0
100000,157,10000,6685,0,10000,6641,0
100000,126,10000,6798,0,10000,6705,0
100000,129,10000,6731,0,10000,6677,0
100000,147,10000,6567,0,10000,6617,0
100000,196,10000,6668,0,10000,6579,0
100000,124,10000,6741,0,10000,6694,0
100000,140,10000,6696,0,10000,6673,0
100000,131,10000,6805,0,10000,6665,0
100000,112,10000,6779,0,10000,6690,0
100000,232,10000,6627,0,10000,6793,0
