Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
42574,46,625,625,42574,625,625,42574
42652,42,625,625,42652,625,625,42652
42532,45,625,625,42532,625,625,42532
42558,48,625,625,42558,625,625,42558
42570,35,625,625,42570,625,625,42570
42670,45,625,625,42670,625,625,42670
42497,36,625,625,42497,625,625,42497
42638,59,625,625,42638,625,625,42638
42517,51,625,625,42517,625,625,42517
42543,42,625,625,42543,625,625,42543
42501,80,625,625,42501,625,625,42501
42615,72,625,625,42615,625,625,42615
42555,41,625,625,42555,625,625,42555
42765,37,625,625,42765,625,625,42765
42515,64,625,625,42515,625,625,42515
42651,44,625,625,42651,625,625,42651
42688,86,625,625,42688,625,625,42688
42497,36,625,625,42497,625,625,42497
42572,36,625,625,42572,625,625,42572
42619,55,625,625,42619,625,625,42619
42913,44,625,625,42913,625,625,42913
42926,41,625,625,42926,625,625,42926
42799,48,625,625,42799,625,625,42799
42458,47,625,625,42458,625,625,42458
42683,31,625,625,42683,625,625,42683
42492,33,625,625,42492,625,625,42492
42518,37,625,625,42518,625,625,42518
42515,36,625,625,42515,625,625,42515
42520,56,625,625,42520,625,625,42520
42549,32,625,625,42549,625,625,42549
