Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
40647,93,400,400,40647,100,100,40647
40721,91,400,400,40721,100,100,40721
40668,201,400,400,40668,100,100,40668
40594,84,400,400,40594,100,100,40594
40632,123,400,400,40632,100,100,40632
40666,92,400,400,40666,100,100,40666
40667,81,400,400,40667,100,100,40667
40716,92,400,400,40716,100,100,40716
40628,69,400,400,40628,100,100,40628
40693,98,400,400,40693,100,100,40693
40651,70,400,400,40651,100,100,40651
40714,83,400,400,40714,100,100,40714
40659,74,400,400,40659,100,100,40659
40571,85,400,400,40571,100,100,40571
40615,79,400,400,40615,100,100,40615
40613,116,400,400,40613,100,100,40613
40672,85,400,400,40672,100,100,40672
40715,86,400,400,40715,100,100,40715
40741,100,400,400,40741,100,100,40741
40731,83,400,400,40731,100,100,40731
40625,101,400,400,40625,100,100,40625
40650,122,400,400,40650,100,100,40650
40711,69,400,400,40711,100,100,40711
40635,78,400,400,40635,100,100,40635
40704,80,400,400,40704,100,100,40704
40698,116,400,400,40698,100,100,40698
40706,114,400,400,40706,100,100,40706
40636,96,400,400,40636,100,100,40636
40623,97,400,400,40623,100,100,40623
40709,93,400,400,40709,100,100,40709
