Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
41388,41,400,400,41388,100,100,41388
41450,47,400,400,41450,100,100,41450
41236,42,400,400,41236,100,100,41236
41439,37,400,400,41439,100,100,41439
41531,33,400,400,41531,100,100,41531
41184,43,400,400,41184,100,100,41184
41361,33,400,400,41361,100,100,41361
41420,46,400,400,41420,100,100,41420
41523,52,400,400,41523,100,100,41523
41452,49,400,400,41452,100,100,41452
41397,38,400,400,41397,100,100,41397
41971,28,400,400,41971,100,100,41971
41796,49,400,400,41796,100,100,41796
41481,49,400,400,41481,100,100,41481
41798,45,400,400,41798,100,100,41798
41286,30,399,399,41286,100,100,41286
44754,37,400,400,44754,100,100,44754
41726,37,400,400,41726,100,100,41726
41264,55,400,400,41264,100,100,41264
41443,52,400,400,41443,100,100,41443
41352,38,400,400,41352,100,100,41352
41465,102,400,400,41465,100,100,41465
41248,62,400,400,41248,100,100,41248
41558,44,400,400,41558,100,100,41558
41563,41,400,400,41563,100,100,41563
41416,41,400,400,41416,100,100,41416
42050,37,400,400,42050,100,100,42050
41486,76,400,400,41486,100,100,41486
41126,43,400,400,41126,100,100,41126
41296,35,400,400,41296,100,100,41296
