Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
41804,43,333,333,41804,166,166,41804
41276,70,333,333,41276,166,166,41276
41934,33,333,333,41934,166,166,41934
41413,32,333,333,41413,166,166,41413
41270,49,332,332,41270,166,166,41270
41303,34,333,333,41303,166,166,41303
41406,50,333,333,41406,166,166,41406
41330,40,333,333,41330,166,166,41330
41305,42,333,333,41305,166,166,41305
41011,37,332,332,41011,166,166,41011
41166,45,333,333,41166,166,166,41166
41575,26,333,333,41575,166,166,41575
41293,36,333,333,41293,166,166,41293
41195,34,333,333,41195,166,166,41195
41177,25,333,333,41177,166,166,41177
41269,41,333,333,41269,166,166,41269
41468,80,333,333,41468,166,166,41468
41361,40,333,333,41361,166,166,41361
41130,47,333,333,41130,166,166,41130
41215,38,333,333,41215,166,166,41215
41250,57,333,333,41250,166,166,41250
42448,73,333,333,42448,166,166,42448
41932,39,333,333,41932,166,166,41932
41615,37,333,333,41615,166,166,41615
42269,35,333,333,42269,166,166,42269
41380,31,333,333,41380,166,166,41380
41359,40,332,332,41359,166,166,41359
41798,37,333,333,41798,166,166,41798
41327,46,333,333,41327,166,166,41327
41322,36,333,333,41322,166,166,41322
