Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
42814,46,333,333,42814,166,166,42814
41311,33,333,333,41311,166,166,41311
41801,46,333,333,41801,166,166,41801
41427,104,333,333,41427,166,166,41427
41811,50,333,333,41811,166,166,41811
41894,43,333,333,41894,166,166,41894
41375,105,333,333,41375,166,166,41375
41522,39,333,333,41522,166,166,41522
41222,41,333,333,41222,166,166,41222
41305,26,333,332,41305,166,165,41305
41785,38,333,333,41785,166,166,41785
41442,45,333,333,41442,166,166,41442
41495,27,333,333,41495,166,166,41495
41329,74,333,333,41329,166,166,41329
42678,50,333,333,42678,166,166,42678
41688,26,333,333,41688,166,166,41688
43402,32,333,333,43402,166,166,43402
42156,44,333,333,42156,166,166,42156
41417,33,333,333,41417,166,166,41417
41350,36,333,333,41350,166,166,41350
41573,67,333,333,41573,166,166,41573
41261,69,333,333,41261,166,166,41261
43623,42,333,333,43623,166,166,43623
41340,56,333,333,41340,166,166,41340
43864,38,333,333,43864,166,166,43864
41406,45,333,333,41406,166,166,41406
42920,52,333,333,42920,166,166,42920
41481,40,333,333,41481,166,166,41481
41446,89,333,333,41446,166,166,41446
45989,48,333,333,45989,166,166,45989
