Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
100000,5467,1600,1496,0,400,363,0
100000,5850,1600,1600,100000,400,400,100000
100000,5630,1600,1600,100000,400,400,100000
100000,5652,1600,1457,100000,400,346,100000
100000,6456,1600,1591,100000,400,398,100000
100000,5628,1600,1503,100000,400,375,100000
100000,5628,1600,1561,100000,400,388,100000
100000,5427,1600,1522,100000,400,368,100000
100000,5427,1600,1473,100000,400,368,100000
100000,4623,1600,1600,100000,400,400,100000
100000,7060,1600,1515,100000,400,379,100000
100000,4427,1600,1600,100000,400,400,100000
100000,5251,1600,1503,100000,400,379,100000
100000,6857,1600,1600,100000,400,400,100000
100000,5628,1600,1600,100000,400,400,100000
100000,4020,1600,1502,100000,400,366,100000
100000,4824,1600,1336,100000,400,330,100000
100000,5230,1600,1600,100000,400,400,100000
100000,5870,1600,1463,100000,400,362,100000
100000,5651,1600,1600,100000,400,400,100000
100000,5031,1600,1588,100000,400,396,100000
100000,6633,1600,1578,100000,400,397,100000
100000,6432,1600,1515,100000,400,366,100000
100000,5477,1600,1569,100000,400,392,100000
100000,6503,1600,1535,100000,400,377,100000
100000,7242,1600,1475,100000,400,367,100000
100000,5427,1600,1564,100000,400,392,100000
100000,5275,1600,1599,100000,400,400,100000
100000,6043,1600,1589,100000,400,400,100000
100000,5752,1600,1565,100000,400,396,100000
