Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
84268,102,2800,2800,84268,700,700,84268
84216,110,2799,2799,84216,700,700,84216
84436,113,2799,2799,84436,700,700,84436
84532,109,2798,2798,84532,700,700,84532
84452,99,2799,2799,84452,699,699,84452
84271,115,2799,2799,84271,700,700,84271
84272,115,2800,2800,84272,700,700,84272
84149,118,2800,2800,84149,699,699,84149
100001,0,2799,5,100001,700,2,100001
84207,129,2797,2797,84207,699,699,84207
84251,108,2799,2799,84251,700,700,84251
84178,103,2798,2798,84178,700,700,84178
84041,103,2797,2797,84041,700,700,84041
84419,99,2797,2797,84419,700,700,84419
84546,125,2799,2799,84546,700,700,84546
100001,0,2798,4,100001,699,1,100001
84083,104,2797,2797,84083,699,699,84083
84566,112,2799,2799,84566,699,699,84566
84232,107,2795,2795,84232,700,700,84232
84411,89,2799,2799,84411,700,700,84411
84069,129,2798,2798,84069,699,699,84069
84099,120,2798,2798,84099,699,699,84099
84495,131,2798,2798,84495,700,700,84495
84093,106,2796,2796,84093,699,699,84093
84522,110,2799,2799,84522,699,699,84522
84111,117,2800,2800,84111,700,700,84111
84191,134,2798,2798,84191,699,699,84191
100001,0,2796,4,100001,700,3,100001
84390,99,2798,2798,84390,700,700,84390
100001,0,2799,5,100001,699,0,100001
