Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
82995,7638,416,416,82995,83,83,82995
83043,8040,416,416,83043,83,83,83043
84375,7437,416,416,84375,83,83,84375
82911,6231,416,416,82911,83,83,82911
82851,7839,416,416,82851,83,83,82851
82808,8442,416,416,82808,83,83,82808
82678,8844,416,416,82678,83,83,82678
82693,9045,416,416,82693,83,83,82693
82920,6432,416,416,82920,83,83,82920
82627,9045,416,416,82627,83,83,82627
83215,7236,416,416,83215,83,83,83215
82822,7242,416,416,82822,83,83,82822
82767,7035,416,416,82767,83,83,82767
82774,8241,416,416,82774,83,83,82774
83299,7236,416,416,83299,83,83,83299
82576,9447,416,416,82576,83,83,82576
82990,7035,416,416,82990,83,83,82990
82915,7236,416,416,82915,83,83,82915
83251,8442,416,416,83251,83,83,83251
82946,10251,416,416,82946,83,83,82946
82890,7236,416,416,82890,83,83,82890
82698,8844,416,416,82698,83,83,82698
83035,7437,416,416,83035,83,83,83035
83044,7437,416,416,83044,83,83,83044
83337,8241,416,416,83337,83,83,83337
83082,6432,416,416,83082,83,83,83082
82944,6834,416,416,82944,83,83,82944
83022,8643,416,416,83022,83,83,83022
82697,8040,416,416,82697,83,83,82697
82966,7035,416,416,82966,83,83,82966
