Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
89204,66,2631,2631,89204,868,868,89204
90067,45,2631,2631,90067,868,868,90067
89040,73,2631,2631,89040,868,868,89040
89305,56,2631,2631,89305,868,868,89305
88697,61,2631,2631,88697,868,868,88697
89668,66,2631,2631,89668,868,868,89668
89580,52,2631,2631,89580,868,868,89580
89390,58,2631,2631,89390,868,868,89390
88739,73,2631,2631,88739,868,868,88739
88712,74,2631,2631,88712,868,868,88712
88547,60,2631,2631,88547,868,868,88547
88556,72,2631,2631,88556,868,868,88556
88883,57,2631,2631,88883,868,868,88883
89213,70,2631,2631,89213,868,868,89213
89015,61,2631,2631,89015,868,868,89015
88828,75,2631,2631,88828,868,868,88828
88876,65,2631,2631,88876,868,868,88876
88830,58,2631,2631,88830,868,868,88830
89059,64,2631,2631,89059,868,868,89059
88797,74,2631,2631,88797,868,868,88797
88730,63,2631,2631,88730,868,868,88730
88980,92,2631,2631,88980,868,868,88980
89153,68,2631,2631,89153,868,868,89153
89244,59,2631,2631,89244,868,868,89244
88906,79,2631,2631,88906,868,868,88906
89097,75,2631,2631,89097,868,868,89097
88775,73,2631,2631,88775,868,868,88775
89247,51,2631,2631,89247,868,868,89247
89359,74,2631,2631,89359,868,868,89359
88747,59,2631,2631,88747,868,868,88747
