Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
40663,148,62,62,40663,62,62,40663
40917,237,62,62,40917,62,62,40917
41142,92,62,62,41142,62,62,41142
40908,240,62,62,40908,61,61,40908
41774,207,62,62,41774,61,61,41774
40951,66,62,62,40951,62,62,40951
40723,58,62,62,40723,62,62,40723
40558,141,62,62,40558,62,62,40558
40700,97,62,62,40700,62,62,40700
40672,270,62,62,40672,62,62,40672
41233,200,62,62,41233,62,62,41233
42621,60,62,61,42621,62,60,42621
42115,115,62,62,42115,62,62,42115
40109,316,62,21,40109,62,12,40109
40897,287,62,62,40897,62,62,40897
40617,56,62,62,40617,62,62,40617
41097,77,62,62,41097,62,62,41097
41009,270,62,62,41009,62,62,41009
40662,250,62,62,40662,62,62,40662
41269,210,61,61,41269,62,62,41269
40981,116,62,62,40981,62,62,40981
41728,147,62,62,41728,62,62,41728
41722,135,61,61,41722,62,62,41722
41075,125,62,62,41075,62,62,41075
40889,180,62,62,40889,62,62,40889
40584,229,62,62,40584,62,62,40584
41125,412,62,62,41125,62,62,41125
40682,116,62,62,40682,62,62,40682
40731,152,62,62,40731,62,62,40731
40839,119,62,62,40839,62,62,40839
