Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
80324,39,333,53,0,166,16,0
83838,139,333,199,0,166,86,0
94430,48,333,333,94430,166,166,94430
100000,31,333,333,100000,166,166,100000
100000,141,333,333,100000,166,166,100000
81429,236,333,120,81429,166,58,81429
82227,143,333,119,82227,166,51,82227
81750,45,333,79,81750,166,32,81750
87895,56,332,262,87895,166,134,87895
95846,125,333,333,95846,166,166,95846
100000,83,332,332,100000,166,166,100000
81667,36,333,109,81667,166,59,81667
80735,97,333,51,80735,166,25,80735
81169,60,332,90,81169,166,47,81169
91681,77,333,267,91681,166,143,91681
81605,118,333,89,81605,166,49,81605
97870,172,333,333,97870,166,166,97870
90152,66,333,237,90152,166,121,90152
82022,60,333,93,82022,166,52,82022
100000,108,333,333,100000,165,165,100000
97729,39,332,332,97729,166,166,97729
81262,36,333,57,81262,166,18,81262
80616,110,333,75,80616,166,29,80616
89975,159,333,220,89975,166,103,89975
81795,134,333,96,81795,166,35,81795
81840,96,333,118,81840,166,45,81840
81061,59,333,84,81061,166,29,81061
80610,85,333,90,80610,166,38,80610
86645,87,333,140,86645,166,72,86645
87591,112,333,214,87591,166,97,87591
