Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
65251,133,16000,16000,65251,4000,4000,65251
64788,141,16000,16000,64788,4000,4000,64788
63908,167,16000,16000,63908,4000,4000,63908
65013,101,16000,16000,65013,4000,4000,65013
63676,191,16000,16000,63676,4000,3998,63676
64585,138,16000,16000,64585,4000,4000,64585
64428,148,16000,16000,64428,4000,3999,64428
65196,189,16000,16000,65196,4000,4000,65196
67862,179,16000,16000,67862,4000,4000,67862
63626,197,16000,16000,63626,4000,4000,63626
66325,93,16000,16000,66325,4000,3999,66325
64482,204,16000,16000,64482,4000,4000,64482
64310,175,16000,16000,64310,4000,4000,64310
65588,148,16000,16000,65588,4000,4000,65588
65282,130,16000,16000,65282,4000,3999,65282
63439,351,16000,16000,63439,4000,4000,63439
64662,155,16000,16000,64662,4000,3999,64662
63427,108,16000,16000,63427,4000,4000,63427
63880,121,16000,16000,63880,4000,4000,63880
65176,155,16000,16000,65176,4000,4000,65176
64213,178,16000,16000,64213,4000,4000,64213
64153,145,16000,16000,64153,4000,4000,64153
64894,154,16000,16000,64894,4000,4000,64894
64817,144,16000,16000,64817,4000,4000,64817
63877,209,16000,16000,63877,4000,4000,63877
76916,119,16000,16000,76916,4000,4000,76916
65749,151,16000,16000,65749,4000,4000,65749
64372,156,16000,16000,64372,4000,4000,64372
64877,235,16000,16000,64877,4000,3999,64877
65654,190,16000,16000,65654,4000,4000,65654
