Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
610,96,74,74,610,49,49,610
1252,257,74,74,1252,49,49,1252
502,163,74,74,502,49,47,502
548,177,74,74,548,49,48,548
361,69,74,74,361,49,42,361
916,116,74,74,916,49,47,916
514,104,74,74,514,49,49,514
718,102,74,74,718,49,48,718
1175,89,74,74,1175,49,49,1175
1257,103,74,74,1257,49,49,1257
1468,90,74,74,1468,49,49,1468
611,217,74,74,611,49,49,611
20399,240,74,30,20399,49,26,20399
11682,140,74,74,11682,49,49,11682
644,154,74,74,644,49,47,644
647,112,74,74,647,49,48,647
521,88,74,74,521,49,48,521
441,87,74,74,441,49,49,441
874,116,74,74,874,49,49,874
565,78,74,74,565,49,49,565
770,73,74,74,770,49,48,770
789,140,74,74,789,49,49,789
513,42,74,74,513,49,48,513
522,136,74,74,522,49,48,522
608,73,74,74,608,49,49,608
636,102,74,74,636,49,49,636
1999,71,74,74,1999,49,49,1999
537,100,74,74,537,49,49,537
2188,220,74,74,2188,49,49,2188
1671,95,74,74,1671,49,49,1671
