Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
548,117,62,62,548,62,61,0
578,203,62,62,578,62,61,0
567,271,62,62,567,62,60,0
470,152,61,61,470,62,61,0
516,236,62,62,516,62,62,516
633,230,62,62,633,62,61,633
580,218,62,62,580,62,61,580
475,446,62,62,475,62,61,475
633,126,62,62,633,62,62,633
529,262,62,62,529,62,62,529
520,104,62,62,520,62,62,520
558,370,62,62,558,62,60,558
711,294,62,62,711,62,61,711
437,214,61,61,437,62,61,437
611,341,62,62,611,62,62,611
461,129,62,62,461,61,60,461
581,363,62,62,581,62,62,581
464,477,62,62,464,62,53,464
410,368,62,62,410,62,58,410
467,307,62,62,467,62,60,467
535,212,62,62,535,62,62,535
627,190,62,62,627,62,61,627
448,139,62,62,448,62,62,448
607,292,62,62,607,62,61,607
469,335,62,62,469,62,57,469
465,207,62,62,465,62,60,465
472,837,62,62,472,62,62,472
862,149,62,62,862,62,62,862
498,775,62,62,498,62,62,498
467,239,62,62,467,61,51,467
