Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
200000,418,7777,4412,0,6221,3283,0
83810,68,7777,435,0,6221,353,0
87023,22,7777,538,0,6221,386,0
130153,844,7777,2141,0,6221,1650,0
107752,466,7777,1512,0,6221,1068,0
107810,772,7777,1532,0,6221,1140,0
200000,457,7777,3746,0,6221,2795,0
113634,316,7777,1471,0,6221,1089,0
90115,1443,7777,874,0,6221,673,0
85007,1088,7777,476,0,6221,312,0
84084,92,7777,441,0,6221,313,0
200000,239,7777,3124,0,6221,2316,0
130043,92,7777,2329,0,6221,1700,0
97758,521,7777,1567,0,6221,1122,0
82753,81,7777,378,0,6221,261,0
84992,361,7777,528,0,6221,399,0
86130,18,7777,809,0,6221,577,0
137698,2071,7777,2598,0,6221,2008,0
131660,564,7777,2090,0,6221,1613,0
172183,338,7777,2478,0,6221,1811,0
171719,727,7777,2739,0,6221,2041,0
81191,22,7777,279,0,6221,220,0
200000,722,7777,4484,0,6221,3433,0
83434,41,7777,440,0,6221,337,0
84320,39,7777,540,0,6221,390,0
92289,67,7777,778,0,6221,616,0
200000,262,7777,4351,0,6221,3360,0
189588,185,7777,3595,0,6221,2739,0
81735,28,7777,398,0,6221,325,0
83432,44,7777,490,0,6221,357,0
