Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
37775,147,4000,4000,37775,4000,4000,37775
42031,88,4000,4000,42031,4000,3999,42031
41463,59,4000,4000,41463,4000,4000,41463
38928,78,4000,4000,38928,4000,3993,38928
40102,104,4000,4000,40102,4000,3998,40102
37993,76,4000,4000,37993,4000,3999,37993
40810,78,4000,4000,40810,4000,3998,40810
42389,59,4000,4000,42389,4000,3995,42389
41676,84,4000,4000,41676,4000,3994,41676
38316,118,4000,4000,38316,4000,4000,38316
36149,97,4000,4000,36149,4000,4000,36149
42388,106,4000,4000,42388,4000,3999,42388
43635,83,4000,4000,43635,4000,3992,43635
39894,87,4000,4000,39894,4000,3999,39894
55384,98,4000,4000,55384,4000,4000,55384
36645,93,4000,4000,36645,4000,3999,36645
35499,123,4000,4000,35499,4000,3999,35499
38736,97,4000,4000,38736,4000,3999,38736
35841,121,4000,4000,35841,4000,3995,35841
41697,133,4000,4000,41697,4000,4000,41697
41118,92,4000,4000,41118,4000,3998,41118
50960,76,4000,4000,50960,4000,3997,50960
39496,88,4000,4000,39496,4000,3999,39496
40920,77,4000,4000,40920,4000,4000,40920
42788,81,4000,4000,42788,4000,4000,42788
38100,99,4000,4000,38100,4000,3996,38100
34607,84,4000,4000,34607,4000,3994,34607
37280,88,4000,4000,37280,4000,3999,37280
35524,85,4000,4000,35524,4000,3991,35524
35718,74,4000,4000,35718,4000,3999,35718
