Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
802,120,71,71,802,53,53,802
843,185,71,71,843,53,53,843
992,128,71,71,992,53,52,992
732,117,71,71,732,53,53,732
1520,61,71,71,1520,53,53,1520
1029,213,71,71,1029,53,52,1029
698,166,71,71,698,53,50,698
942,339,71,71,942,53,52,942
1489,128,71,71,1489,53,53,1489
2209,263,71,71,2209,53,51,2209
826,211,71,71,826,53,53,826
682,104,71,71,682,53,53,682
585,79,71,71,585,53,52,585
635,112,71,71,635,53,51,635
1260,72,71,71,1260,53,53,1260
3220,69,71,71,3220,53,53,3220
511,130,71,71,511,53,51,511
1048,67,71,71,1048,53,52,1048
686,172,71,71,686,53,48,686
612,77,71,71,612,53,52,612
868,111,71,71,868,53,52,868
606,190,71,71,606,53,50,606
676,59,71,71,676,53,50,676
620,94,71,71,620,53,53,620
1145,86,71,71,1145,53,52,1145
577,139,71,71,577,53,52,577
666,237,71,71,666,53,52,666
492,116,71,71,492,53,50,492
520,147,71,71,520,53,48,520
850,199,71,71,850,53,50,850
