Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
4481,88,2916,2916,4481,583,583,4481
4304,141,2916,2916,4304,583,583,4304
4131,114,2916,2916,4131,583,583,4131
4560,113,2916,2916,4560,583,583,4560
4232,113,2916,2916,4232,583,583,4232
7114,125,2916,2916,7114,583,583,7114
4145,123,2916,2916,4145,583,583,4145
4035,121,2916,2916,4035,583,583,4035
4251,100,2916,2916,4251,583,583,4251
4089,122,2916,2916,4089,583,583,4089
3982,127,2916,2916,3982,583,582,3982
4192,102,2916,2916,4192,583,583,4192
3988,134,2916,2916,3988,583,583,3988
4231,124,2916,2916,4231,583,582,4231
3965,105,2916,2916,3965,583,583,3965
4374,111,2916,2916,4374,583,583,4374
6297,119,2916,2916,6297,583,582,6297
4126,127,2916,2916,4126,583,583,4126
4306,111,2916,2916,4306,583,583,4306
4085,131,2916,2916,4085,583,583,4085
3977,112,2916,2916,3977,583,583,3977
3980,105,2916,2916,3980,583,582,3980
4343,114,2916,2916,4343,583,583,4343
4004,137,2916,2916,4004,583,583,4004
4277,113,2916,2916,4277,583,583,4277
4127,111,2916,2916,4127,583,583,4127
6549,127,2916,2916,6549,583,583,6549
4189,114,2916,2916,4189,583,583,4189
4428,106,2916,2916,4428,583,583,4428
4314,133,2916,2916,4314,583,583,4314
