Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
5625,11256,2099,2099,5625,1400,1400,5625
5385,11711,2099,2099,5385,1400,1400,5385
5581,9329,2099,2099,5581,1400,1400,5581
5808,8674,2099,2099,5808,1400,1400,5808
5688,11677,2099,2099,5688,1400,1400,5688
5704,8579,2099,2099,5704,1400,1400,5704
5743,11330,2099,2099,5743,1400,1398,5743
5501,9347,2099,2099,5501,1400,1400,5501
5528,7914,2099,2099,5528,1400,1399,5528
5664,9549,2099,2099,5664,1400,1399,5664
5398,8224,2099,2099,5398,1400,1399,5398
5841,10938,2099,2099,5841,1400,1400,5841
5275,8819,2099,2099,5275,1400,1400,5275
5462,8458,2099,2099,5462,1400,1399,5462
5858,10281,2099,2099,5858,1400,1400,5858
5774,6478,2099,2099,5774,1400,1400,5774
5604,9447,2099,2099,5604,1400,1397,5604
5447,10653,2099,2099,5447,1400,1400,5447
5861,11042,2099,2099,5861,1400,1400,5861
5338,11388,2099,2099,5338,1400,1400,5338
5145,9447,2099,2099,5145,1400,1400,5145
5628,12462,2099,2099,5628,1400,1400,5628
5442,11256,2099,2099,5442,1400,1400,5442
5715,11457,2099,2099,5715,1400,1400,5715
5524,7281,2099,2099,5524,1400,1400,5524
5237,10050,2099,2099,5237,1400,1400,5237
5778,10452,2099,2099,5778,1400,1400,5778
5539,9492,2099,2099,5539,1400,1395,5539
5881,10409,2099,2099,5881,1400,1400,5881
5486,10452,2099,2099,5486,1400,1400,5486
