Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
67938,1005,1600,1600,67938,400,400,67938
75278,1012,1600,1600,75278,400,400,75278
200000,1407,1600,1598,200000,400,400,200000
62165,815,1600,1600,62165,400,399,62165
55519,918,1600,1600,55519,400,396,55519
73138,643,1600,1600,73138,400,398,73138
164906,1046,1600,1599,164906,400,399,164906
70591,804,1600,1600,70591,400,400,70591
108960,825,1600,1600,108960,400,400,108960
60884,1005,1600,1600,60884,400,400,60884
59959,1345,1600,1600,59959,400,400,59959
77874,1347,1600,1600,77874,400,400,77874
68665,1206,1600,1600,68665,400,400,68665
64963,1608,1600,1600,64963,400,400,64963
57896,1455,1600,1600,57896,400,399,57896
149098,904,1600,1552,149098,400,389,149098
80637,1206,1600,1600,80637,400,400,80637
79979,1005,1600,1600,79979,400,400,79979
154599,1407,1600,1529,154599,400,380,154599
64033,1217,1600,1600,64033,400,400,64033
58057,1592,1600,1600,58057,400,399,58057
117942,1005,1600,1600,117942,400,400,117942
58228,1006,1600,1600,58228,400,399,58228
65664,1021,1600,1600,65664,400,400,65664
68589,1608,1600,1600,68589,400,400,68589
145880,1016,1600,1274,145880,400,315,145880
71488,1407,1600,1600,71488,400,400,71488
145980,1011,1600,1588,145980,400,394,145980
59701,686,1600,1600,59701,400,400,59701
165811,878,1600,1598,165811,400,400,165811
