Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
596,169,62,62,596,62,62,596
577,97,62,62,577,62,62,577
516,182,62,62,516,62,62,516
422,93,62,62,422,62,60,422
409,166,62,62,409,62,62,409
492,304,62,62,492,62,62,492
521,265,62,62,521,62,62,521
624,84,62,62,624,62,62,624
433,114,62,62,433,62,62,433
460,255,62,62,460,62,62,460
512,212,62,62,512,62,62,512
568,81,62,62,568,62,62,568
761,181,62,62,761,62,61,761
644,106,62,62,644,62,62,644
529,206,62,62,529,62,55,529
484,120,62,62,484,62,62,484
608,90,62,62,608,62,59,608
393,218,62,62,393,62,61,393
684,176,62,62,684,62,62,684
491,165,62,62,491,62,61,491
464,181,62,62,464,62,61,464
448,120,62,62,448,62,62,448
530,207,62,62,530,62,60,530
550,146,62,62,550,62,61,550
460,153,62,62,460,62,61,460
520,128,62,62,520,62,56,520
443,78,62,62,443,62,62,443
398,102,62,62,398,62,60,398
1505,93,62,62,1505,62,61,1505
448,271,62,62,448,62,60,448
