Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
13853,9447,1600,1600,13853,400,400,13853
13525,9659,1600,1600,13525,400,400,13525
14485,10277,1600,1600,14485,400,399,14485
15623,10452,1600,1600,15623,400,399,15623
15865,11459,1600,1600,15865,400,400,15865
14185,11256,1600,1600,14185,400,400,14185
13907,10653,1600,1600,13907,400,400,13907
13349,10298,1600,1600,13349,400,400,13349
14287,11658,1600,1600,14287,400,400,14287
13888,11256,1600,1600,13888,400,399,13888
13938,11256,1600,1600,13938,400,400,13938
13926,10653,1600,1600,13926,400,400,13926
14189,10879,1600,1600,14189,400,400,14189
15483,11462,1600,1600,15483,400,400,15483
14310,12060,1600,1600,14310,400,400,14310
15636,10452,1600,1600,15636,400,400,15636
13445,12462,1600,1600,13445,400,397,13445
14323,12261,1600,1600,14323,400,400,14323
13993,9656,1600,1600,13993,400,400,13993
13993,11256,1600,1600,13993,400,400,13993
15858,12060,1600,1600,15858,400,400,15858
14391,10653,1600,1600,14391,400,400,14391
14754,10344,1600,1600,14754,400,400,14754
13029,12261,1600,1600,13029,400,400,13029
13907,10871,1600,1600,13907,400,400,13907
16071,8844,1600,1600,16071,400,400,16071
13559,11055,1600,1600,13559,400,400,13559
17450,10662,1600,1600,17450,400,400,17450
13035,11055,1600,1600,13035,400,399,13035
17923,10653,1600,1600,17923,400,400,17923
