Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
823,76,285,285,823,213,211,0
794,85,285,285,794,213,212,0
663,80,285,285,663,213,213,663
728,102,285,285,728,213,212,728
650,137,285,285,650,213,213,650
638,82,285,285,638,213,207,638
606,82,285,285,606,213,212,606
748,101,285,285,748,213,211,748
618,62,285,285,618,213,203,618
593,113,285,285,593,213,205,593
606,86,285,285,606,213,212,606
554,159,285,285,554,213,211,554
662,81,285,285,662,213,210,662
561,75,285,285,561,213,210,561
568,98,285,285,568,213,204,568
604,75,285,285,604,213,210,604
637,88,285,285,637,213,213,637
581,98,285,285,581,213,204,581
630,85,285,285,630,213,210,630
572,91,285,285,572,213,212,572
576,86,285,285,576,213,213,576
796,74,285,285,796,213,212,796
737,94,285,285,737,213,211,737
605,83,285,285,605,213,213,605
593,88,285,285,593,213,203,593
698,129,285,285,698,213,213,698
516,105,285,285,516,213,209,516
619,81,285,285,619,213,206,619
810,93,285,285,810,213,213,810
668,105,285,285,668,213,208,668
