Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
48156,31,1111,1111,48156,888,888,48156
11929,61,1111,1111,11929,888,886,11929
16792,95,1111,1111,16792,888,887,16792
13887,34,1111,1111,13887,888,887,13887
60080,30,1111,1100,60080,888,869,60080
27780,54,1111,1111,27780,888,888,27780
17183,24,1111,1111,17183,888,888,17183
29332,47,1111,1111,29332,888,888,29332
17625,62,1111,1111,17625,888,884,17625
10064,52,1111,1111,10064,888,885,10064
12059,37,1111,1111,12059,888,888,12059
21219,45,1111,1111,21219,888,881,21219
9592,57,1111,1111,9592,888,888,9592
56315,55,1111,1048,56315,888,825,56315
77328,29,1111,1086,77328,888,872,77328
50114,33,1111,991,50114,888,808,50114
20314,19,1111,1111,20314,888,885,20314
12501,39,1111,1111,12501,888,888,12501
50032,48,1111,1036,50032,888,830,50032
12539,64,1111,1111,12539,888,885,12539
18142,84,1111,1111,18142,888,888,18142
10575,46,1111,1111,10575,888,888,10575
54568,36,1111,1109,54568,888,886,54568
12347,78,1111,1111,12347,888,887,12347
12203,38,1111,1111,12203,888,885,12203
10799,45,1111,1111,10799,888,887,10799
20555,35,1111,1111,20555,888,880,20555
48249,77,1111,775,48249,888,595,48249
61202,82,1111,1081,61202,888,856,61202
54511,42,1111,1099,54511,888,867,54511
