Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
479,160,93,93,479,30,30,479
460,161,93,93,460,30,26,460
636,161,93,93,636,30,30,636
627,177,93,93,627,30,30,627
514,299,93,93,514,30,29,514
472,192,93,93,472,30,29,472
428,111,93,93,428,30,29,428
507,182,93,93,507,30,29,507
382,131,93,93,382,30,27,382
509,134,93,93,509,30,30,509
496,195,93,93,496,30,30,496
550,238,93,93,550,30,30,550
645,186,93,93,645,30,30,645
431,187,93,93,431,30,30,431
504,276,93,93,504,30,30,504
420,236,93,93,420,30,22,420
659,255,93,93,659,30,29,659
481,336,93,93,481,30,30,481
376,148,93,93,376,30,28,376
362,314,93,93,362,30,29,362
526,211,93,93,526,30,29,526
592,172,93,93,592,30,30,592
838,144,93,93,838,30,29,838
549,131,93,93,549,30,30,549
397,310,93,93,397,30,29,397
404,139,93,93,404,30,29,404
568,169,93,93,568,30,30,568
439,299,93,93,439,30,29,439
521,239,93,93,521,30,30,521
886,143,93,93,886,30,30,886
