Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
631,124,524,524,631,349,345,0
620,123,524,524,620,349,348,0
653,127,524,524,653,349,348,0
657,128,524,524,657,349,349,657
652,122,524,524,652,349,340,652
641,122,524,524,641,349,348,641
647,116,524,524,647,349,349,647
671,94,524,524,671,349,349,671
644,118,524,524,644,349,347,644
712,119,524,524,712,349,348,712
627,97,524,524,627,349,347,627
655,100,524,524,655,349,349,655
789,103,524,524,789,349,349,789
672,105,524,524,672,349,348,672
644,109,524,524,644,349,345,644
695,127,524,524,695,349,346,695
669,107,524,524,669,349,349,669
673,120,524,524,673,349,347,673
751,112,524,524,751,349,349,751
712,150,524,524,712,349,349,712
590,125,524,524,590,349,345,590
670,130,524,524,670,349,349,670
640,96,524,524,640,349,348,640
687,122,524,524,687,349,347,687
629,142,524,524,629,349,349,629
638,105,524,524,638,349,348,638
619,109,524,524,619,349,347,619
666,118,524,524,666,349,347,666
662,117,524,524,662,349,347,662
638,113,524,524,638,349,342,638
