Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
25625,141,4799,4799,25625,3200,3200,25625
25108,111,4799,4799,25108,3200,3199,25108
28645,114,4799,4799,28645,3200,3200,28645
25509,126,4799,4799,25509,3200,3200,25509
24072,118,4799,4799,24072,3200,3200,24072
27122,125,4799,4799,27122,3200,3200,27122
25719,144,4799,4799,25719,3200,3200,25719
29213,113,4799,4799,29213,3200,3200,29213
24640,110,4799,4799,24640,3200,3194,24640
24178,101,4799,4799,24178,3200,3200,24178
24878,101,4799,4799,24878,3200,3200,24878
24427,138,4799,4799,24427,3200,3200,24427
24418,114,4799,4799,24418,3200,3198,24418
23594,103,4799,4799,23594,3200,3197,23594
24197,107,4799,4799,24197,3200,3197,24197
26879,112,4799,4799,26879,3200,3199,26879
27685,136,4799,4799,27685,3200,3199,27685
26821,117,4799,4799,26821,3200,3199,26821
25400,103,4799,4799,25400,3200,3200,25400
25518,118,4799,4799,25518,3200,3200,25518
27245,133,4799,4799,27245,3200,3200,27245
30062,151,4799,4799,30062,3200,3200,30062
27162,107,4799,4799,27162,3200,3200,27162
25852,119,4799,4799,25852,3200,3196,25852
26369,128,4799,4799,26369,3200,3200,26369
26625,118,4799,4799,26625,3200,3199,26625
26323,140,4799,4799,26323,3200,3199,26323
25258,111,4799,4799,25258,3200,3199,25258
26199,126,4799,4799,26199,3200,3195,26199
26756,120,4799,4799,26756,3200,3196,26756
