Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
1162,52,486,486,1162,388,388,1162
1055,55,486,486,1055,388,383,1055
1025,69,486,486,1025,388,387,1025
1213,45,486,486,1213,388,385,1213
1148,59,486,486,1148,388,388,1148
1398,66,486,486,1398,388,388,1398
1039,53,486,486,1039,388,379,1039
1015,41,486,486,1015,388,381,1015
1352,51,486,486,1352,388,388,1352
1061,57,486,486,1061,388,384,1061
1022,62,486,486,1022,388,386,1022
1357,97,486,486,1357,388,388,1357
1112,72,486,486,1112,388,387,1112
1279,65,486,486,1279,388,386,1279
1013,55,486,486,1013,388,379,1013
1029,53,486,486,1029,388,385,1029
1167,63,486,486,1167,388,388,1167
1183,63,486,486,1183,388,387,1183
1154,89,486,486,1154,388,387,1154
22370,60,486,483,22370,388,384,22370
1158,48,486,486,1158,388,388,1158
1135,53,486,486,1135,388,385,1135
1049,75,486,486,1049,388,384,1049
1068,77,486,486,1068,388,387,1068
999,67,486,486,999,388,376,999
1113,48,486,486,1113,388,385,1113
1200,40,486,486,1200,388,384,1200
1207,54,486,486,1207,388,387,1207
1161,65,486,486,1161,388,386,1161
1162,60,486,486,1162,388,387,1162
