Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
70554,5637,11200,11200,70554,2800,2797,0
71104,6438,11200,11200,71104,2800,2800,71104
68514,4824,11200,11200,68514,2800,2800,68514
67003,5025,11200,11200,67003,2800,2800,67003
68233,6474,11200,11200,68233,2800,2797,68233
64096,5436,11200,11200,64096,2800,2800,64096
66060,5833,11200,11200,66060,2800,2800,66060
66459,5245,11200,11200,66459,2800,2799,66459
64262,5025,11200,11200,64262,2800,2799,64262
70605,6049,11200,11200,70605,2800,2800,70605
65936,6442,11200,11200,65936,2800,2800,65936
63820,4422,11200,11200,63820,2800,2800,63820
65705,5045,11200,11200,65705,2800,2799,65705
65138,5435,11200,11200,65138,2800,2800,65138
64689,6633,11200,11200,64689,2800,2800,64689
67800,4849,11200,11200,67800,2800,2800,67800
68518,6241,11200,11200,68518,2800,2799,68518
67066,6436,11200,11200,67066,2800,2800,67066
64233,5025,11200,11200,64233,2800,2800,64233
67864,6041,11200,11200,67864,2800,2800,67864
66967,6853,11200,11200,66967,2800,2800,66967
68332,5659,11200,11200,68332,2800,2800,68332
65913,4422,11200,11200,65913,2800,2800,65913
64076,6038,11200,11200,64076,2800,2799,64076
67825,5026,11200,11200,67825,2800,2800,67825
67506,4824,11200,11200,67506,2800,2800,67506
64514,6049,11200,11200,64514,2800,2800,64514
66633,6446,11200,11200,66633,2800,2800,66633
64811,5226,11200,11200,64811,2800,2800,64811
65469,6633,11200,11200,65469,2800,2798,65469
