Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
19077,42,2631,2631,19077,868,868,19077
15802,23,2631,2631,15802,868,868,15802
15686,61,2631,2631,15686,868,867,15686
16514,67,2631,2631,16514,868,867,16514
39236,49,2631,2631,39236,868,868,39236
14595,43,2631,2631,14595,868,868,14595
15157,48,2631,2631,15157,868,867,15157
14910,62,2631,2631,14910,868,867,14910
15163,45,2631,2631,15163,868,867,15163
16450,34,2631,2631,16450,868,868,16450
18116,64,2631,2631,18116,868,868,18116
15489,44,2631,2631,15489,868,868,15489
15309,35,2631,2631,15309,868,868,15309
16266,39,2631,2631,16266,868,867,16266
15874,35,2631,2631,15874,868,868,15874
14355,53,2631,2631,14355,868,867,14355
20624,29,2631,2631,20624,868,867,20624
14870,34,2631,2631,14870,868,868,14870
15371,62,2631,2631,15371,868,868,15371
16724,38,2631,2631,16724,868,867,16724
15484,56,2631,2631,15484,868,867,15484
14526,41,2631,2631,14526,868,868,14526
14868,52,2631,2631,14868,868,867,14868
14115,25,2631,2631,14115,868,866,14115
18018,49,2631,2631,18018,868,868,18018
14388,31,2631,2631,14388,868,868,14388
21966,30,2631,2631,21966,868,868,21966
15602,50,2631,2631,15602,868,866,15602
15329,38,2631,2631,15329,868,868,15329
17296,71,2631,2631,17296,868,868,17296
