Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
869,1545,625,625,869,625,621,0
876,1508,625,625,876,625,624,0
854,1671,625,625,854,625,623,0
861,1573,625,625,861,625,624,0
834,1287,625,625,834,625,617,0
885,1647,625,625,885,625,623,0
865,1798,625,625,865,625,623,0
857,1712,625,625,857,625,624,0
873,2018,625,625,873,625,619,0
900,1734,625,625,900,625,621,0
820,1534,625,625,820,625,617,0
881,1946,625,625,881,625,625,881
855,1339,625,625,855,625,625,855
845,2276,625,625,845,625,621,845
880,1854,625,625,880,625,622,880
875,1247,625,625,875,625,620,875
824,1547,625,625,824,625,614,824
860,1535,625,625,860,625,625,860
850,1806,625,625,850,625,620,850
919,2234,625,625,919,625,625,919
881,1966,625,625,881,625,625,881
885,1716,625,625,885,625,625,885
908,2674,625,625,908,625,620,908
911,1555,625,625,911,625,624,911
863,1729,625,625,863,625,624,863
849,1564,625,625,849,625,621,849
876,1499,625,625,876,625,624,876
888,1426,625,625,888,625,624,888
887,2009,625,625,887,625,624,887
819,1930,625,625,819,625,607,819
