Itterations,totalWait,tPlaceGold,tForageGold,ittGoldFinish,tPlaceRock,tForageRock,ittRockFinish
81185,20,6400,249,0,1600,61,0
80758,15,6400,203,0,1600,46,0
81614,12,6400,219,0,1600,56,0
81052,30,6400,149,0,1600,43,0
85348,52,6400,375,0,1600,109,0
81483,27,6400,292,0,1600,76,0
80803,35,6400,134,0,1600,36,0
81079,21,6400,225,0,1600,54,0
81117,124,6400,141,0,1600,46,0
80853,19,6400,140,0,1600,43,0
80921,10,6400,179,0,1600,57,0
81524,17,6400,203,0,1600,63,0
82512,24,6400,269,0,1600,52,0
82121,10,6400,294,0,1600,85,0
81079,2010,6400,172,0,1600,36,0
80607,153,6400,116,0,1600,33,0
81957,10,6400,317,0,1600,91,0
84351,18,6400,458,0,1600,128,0
80623,12,6400,172,0,1600,36,0
81086,30,6400,219,0,1600,54,0
82416,32,6400,250,0,1600,71,0
80901,15,6400,141,0,1600,43,0
81944,15,6400,261,0,1600,76,0
81116,25,6400,207,0,1600,62,0
82009,27,6400,246,0,1600,46,0
82471,32,6400,336,0,1600,76,0
80845,2,6400,104,0,1600,29,0
82799,14,6400,210,0,1600,71,0
82851,13,6400,355,0,1600,83,0
80441,9,6400,111,0,1600,26,0
